AgendaItemID,MeetingDate,ProjectTitle,Location,Latitude,Longitude,ParsedNumber,ParsedStreet,PointParcelSTRAP,PointParcelAddress,AddressParcelSTRAP,AddressParcelAddress,AddressMatchCount,DistanceMeters,Status,Notes,Document_Link
657,2024-05-01,"Ordinance No. 2024-05 Bella Terra Cell Tower This was deferred from April 17, 2024 An Ordinance of the Village Council of the Village of Estero, Florida, Approving an Amendment to the Commercial Planned Development Zoning in the Bella Terra Develo...","19980 Bella Terra Boulevard, Estero, FL",26.450582796918,-81.73115952021,19980,BELLA TERRA,204626E3010C100CE,19980 BELLA TERRA BLVD,204626E3010C100CE,19980 BELLA TERRA BLVD,1,0,VERIFIED,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/05012024%20minutes.pdf
1504,2024-09-10,"Henning RMS CPD - Rezoning (Pending Submittal) (District 4) Two parcels of property are located at 20741 and 20771 S. Tamiami Trail, east of US 41 and south of Broadway and the Estero Methodist Church. Applicant is seeking to rezone the properties...",20771 S TAMIAMI TRL,26.438067892298672,-81.81034230320134,20771,S TAMIAMI,284625E3050000030,20771 S TAMIAMI TRL,284625E3050000030,20771 S TAMIAMI TRL,1,0,VERIFIED,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/PZDB/09102024%20PZDB%20Minutes.pdf
2238,2021-12-14,"Pavich Development Order (District 5) 21250 Happy Hollow Lane and 8910 Corkscrew Road, located on the south side of Corkscrew Road and west of Via Coconut Point. Applicant requests review of a proposed commercial building Village Council approved...",21250 HAPPY HOLLOW LN,26.43100891473684,-81.80627237841547,21250,HAPPY HOLLOW,334625E2U19602366,21250 HAPPY HOLLOW LN,334625E2U19602366,21250 HAPPY HOLLOW LN,1,0,VERIFIED,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/PZDB%20Minutes/12142021%20PZDB%20Minutes.pdf
1887,2024-10-29,"Starbucks - Estero Town Commons - Development Order (DOS2024-E001) (District 4) 21301 Town Commons Drive, ± 1.4-acre vacant parcel on the corner of Corkscrew Road and Town Commons Drive in Estero Town Center Commercial Planned Development (CPD) Al...",21301 TOWN COMMONS DR,26.430779622713892,-81.78597422303042,21301,TOWN COMMONS,354625E1390000010,21301 TOWN COMMONS DR,354625E1390000010,21301 TOWN COMMONS DR,1,0,VERIFIED,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/PZDB/10292024%20PZDB%20Minutes.pdf
370,2023-03-14,"Estero Town Commons Restaurant - Development Order (Application pending) (District 4) Final Action Agenda/Minutes are supplemented by audio and video recordings of the meetings, as well as transcripts. Video recordings of Design Review Board meeti...",21301 TOWN COMMONS DR,26.430779622713892,-81.78597422303042,21301,TOWN COMMONS,354625E1390000010,21301 TOWN COMMONS DR,354625E1390000010,21301 TOWN COMMONS DR,1,0,VERIFIED,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/03142023%20PZDB%20Minutes.pdf
1386,2021-08-24,"(Quasi-Judicial) Planning Zoning & Design Board Minutes - Tuesday, August 24, 2021 Page 1 of 5 The public will have an opportunity to speak for five minutes per agenda item. a. Via Coconut (District 5) -- Rezoning (DCI2019-E003) & Right of Way Vac...",21331 HAPPY HOLLOW LN,26.42889991964289,-81.8056086384823,21331,HAPPY HOLLOW,334625E2U19672342,21331 HAPPY HOLLOW LN,334625E2U19672342,21331 HAPPY HOLLOW LN,1,0,VERIFIED,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/PZDB%20Minutes/08242021%20PZDB%20Minutes.pdf
1351,2021-08-10,"PUBLIC HEARINGS (Quasi-Judicial) a. Via Coconut (District 5) -- Rezoning (DCI2019-E003) & Right of Way Vacation (VAC2019-E001) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located sou...",21331 HAPPY HOLLOW LN,26.42889991964289,-81.8056086384823,21331,HAPPY HOLLOW,334625E2U19672342,21331 HAPPY HOLLOW LN,334625E2U19672342,21331 HAPPY HOLLOW LN,1,0,VERIFIED,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/PZDB%20Minutes/08102021%20PZDB%20Minutes.pdf
1354,2021-08-10,"(Quasi-Judicial) a. Via Coconut (District 5) -- Rezoning (DCI2019-E003) & Right of Way Vacation (VAC2019-E001) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located south of Corkscrew...",21331 HAPPY HOLLOW LN,26.42889991964289,-81.8056086384823,21331,HAPPY HOLLOW,334625E2U19672342,21331 HAPPY HOLLOW LN,334625E2U19672342,21331 HAPPY HOLLOW LN,1,0,VERIFIED,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/PZDB%20Minutes/08102021%20PZDB%20Minutes.pdf
64,2022-01-11,"Via Coconut Development Order (D.O. # TBD) (District 5) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located south of Corkscrew Road and west of Via Coconut Point",21331 HAPPY HOLLOW LN,26.42889991964289,-81.8056086384823,21331,HAPPY HOLLOW,334625E2U19672342,21331 HAPPY HOLLOW LN,334625E2U19672342,21331 HAPPY HOLLOW LN,1,0,VERIFIED,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/PZD%20BOARD/01112022%20PZDB%20Minutes.pdf
69,2023-01-11,"Via Coconut Development Order (D.O. # TBD) (District 5) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located south of Corkscrew Road and west of Via Coconut Point",21331 HAPPY HOLLOW LN,26.42889991964289,-81.8056086384823,21331,HAPPY HOLLOW,334625E2U19672342,21331 HAPPY HOLLOW LN,334625E2U19672342,21331 HAPPY HOLLOW LN,1,0,VERIFIED,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/01112023%20PZDB%20Minutes.pdf
1213,2023-07-11,"Via Coconut - Development Order (DOS2022-E007) (District 4) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located south of Corkscrew Road and west of Via Coconut Point Road. Developmen...",21331 HAPPY HOLLOW LN,26.42889991964289,-81.8056086384823,21331,HAPPY HOLLOW,334625E2U19672342,21331 HAPPY HOLLOW LN,334625E2U19672342,21331 HAPPY HOLLOW LN,1,0,VERIFIED,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/07112023%20PZDB%20Minutes.pdf
232,2024-02-13,"Via Coconut - Zoning Amendment (District 4) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located on 20-acres, south of Corkscrew Road and west of Via Coconut Point Road",21331 HAPPY HOLLOW LN,26.42889991964289,-81.8056086384823,21331,HAPPY HOLLOW,334625E2U19672342,21331 HAPPY HOLLOW LN,334625E2U19672342,21331 HAPPY HOLLOW LN,1,0,VERIFIED,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/PZDB/02132024%20PZDB%20Minutes.pdf
1204,2024-07-09,"Via Coconut - Zoning Amendment (DCI2024-E004) (District 4) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located on 20-acres, south of Corkscrew Road and west of Via Coconut Point Road...",21331 HAPPY HOLLOW LN,26.42889991964289,-81.8056086384823,21331,HAPPY HOLLOW,334625E2U19672342,21331 HAPPY HOLLOW LN,334625E2U19672342,21331 HAPPY HOLLOW LN,1,0,VERIFIED,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/PZDB/07092024%20PZDB%20Minutes.pdf
2217,2024-12-10,"Via Coconut Development Order Amendment (District 4) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located on 20-acres, south of Corkscrew Road and west of Via Coconut Point Road",21331 HAPPY HOLLOW LN,26.42889991964289,-81.8056086384823,21331,HAPPY HOLLOW,334625E2U19672342,21331 HAPPY HOLLOW LN,334625E2U19672342,21331 HAPPY HOLLOW LN,1,0,VERIFIED,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/PZDB/12102024%20PZDB%20Minutes.pdf
541,2025-04-08,"Via Coconut - Development Order Amendment (DOS2022-E007) (District 4) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located south of Corkscrew Road and west of Via Coconut Point Road....",21331 HAPPY HOLLOW LN,26.42889991964289,-81.8056086384823,21331,HAPPY HOLLOW,334625E2U19672342,21331 HAPPY HOLLOW LN,334625E2U19672342,21331 HAPPY HOLLOW LN,1,0,VERIFIED,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/PZDB/04082025%20PZDB%20Minutes.pdf
1386,2021-08-24,"(Quasi-Judicial) Planning Zoning & Design Board Minutes - Tuesday, August 24, 2021 Page 1 of 5 The public will have an opportunity to speak for five minutes per agenda item. a. Via Coconut (District 5) -- Rezoning (DCI2019-E003) & Right of Way Vac...",21350 HAPPY HOLLOW LN,26.428132605258963,-81.80600459836357,21350,HAPPY HOLLOW,334625E2U19632334,21350 HAPPY HOLLOW LN,334625E2U19632334,21350 HAPPY HOLLOW LN,1,0,VERIFIED,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/PZDB%20Minutes/08242021%20PZDB%20Minutes.pdf
1351,2021-08-10,"PUBLIC HEARINGS (Quasi-Judicial) a. Via Coconut (District 5) -- Rezoning (DCI2019-E003) & Right of Way Vacation (VAC2019-E001) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located sou...",21350 HAPPY HOLLOW LN,26.428132605258963,-81.80600459836357,21350,HAPPY HOLLOW,334625E2U19632334,21350 HAPPY HOLLOW LN,334625E2U19632334,21350 HAPPY HOLLOW LN,1,0,VERIFIED,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/PZDB%20Minutes/08102021%20PZDB%20Minutes.pdf
1354,2021-08-10,"(Quasi-Judicial) a. Via Coconut (District 5) -- Rezoning (DCI2019-E003) & Right of Way Vacation (VAC2019-E001) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located south of Corkscrew...",21350 HAPPY HOLLOW LN,26.428132605258963,-81.80600459836357,21350,HAPPY HOLLOW,334625E2U19632334,21350 HAPPY HOLLOW LN,334625E2U19632334,21350 HAPPY HOLLOW LN,1,0,VERIFIED,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/PZDB%20Minutes/08102021%20PZDB%20Minutes.pdf
64,2022-01-11,"Via Coconut Development Order (D.O. # TBD) (District 5) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located south of Corkscrew Road and west of Via Coconut Point",21350 HAPPY HOLLOW LN,26.428132605258963,-81.80600459836357,21350,HAPPY HOLLOW,334625E2U19632334,21350 HAPPY HOLLOW LN,334625E2U19632334,21350 HAPPY HOLLOW LN,1,0,VERIFIED,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/PZD%20BOARD/01112022%20PZDB%20Minutes.pdf
69,2023-01-11,"Via Coconut Development Order (D.O. # TBD) (District 5) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located south of Corkscrew Road and west of Via Coconut Point",21350 HAPPY HOLLOW LN,26.428132605258963,-81.80600459836357,21350,HAPPY HOLLOW,334625E2U19632334,21350 HAPPY HOLLOW LN,334625E2U19632334,21350 HAPPY HOLLOW LN,1,0,VERIFIED,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/01112023%20PZDB%20Minutes.pdf
1213,2023-07-11,"Via Coconut - Development Order (DOS2022-E007) (District 4) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located south of Corkscrew Road and west of Via Coconut Point Road. Developmen...",21350 HAPPY HOLLOW LN,26.428132605258963,-81.80600459836357,21350,HAPPY HOLLOW,334625E2U19632334,21350 HAPPY HOLLOW LN,334625E2U19632334,21350 HAPPY HOLLOW LN,1,0,VERIFIED,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/07112023%20PZDB%20Minutes.pdf
232,2024-02-13,"Via Coconut - Zoning Amendment (District 4) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located on 20-acres, south of Corkscrew Road and west of Via Coconut Point Road",21350 HAPPY HOLLOW LN,26.428132605258963,-81.80600459836357,21350,HAPPY HOLLOW,334625E2U19632334,21350 HAPPY HOLLOW LN,334625E2U19632334,21350 HAPPY HOLLOW LN,1,0,VERIFIED,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/PZDB/02132024%20PZDB%20Minutes.pdf
1204,2024-07-09,"Via Coconut - Zoning Amendment (DCI2024-E004) (District 4) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located on 20-acres, south of Corkscrew Road and west of Via Coconut Point Road...",21350 HAPPY HOLLOW LN,26.428132605258963,-81.80600459836357,21350,HAPPY HOLLOW,334625E2U19632334,21350 HAPPY HOLLOW LN,334625E2U19632334,21350 HAPPY HOLLOW LN,1,0,VERIFIED,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/PZDB/07092024%20PZDB%20Minutes.pdf
2217,2024-12-10,"Via Coconut Development Order Amendment (District 4) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located on 20-acres, south of Corkscrew Road and west of Via Coconut Point Road",21350 HAPPY HOLLOW LN,26.428132605258963,-81.80600459836357,21350,HAPPY HOLLOW,334625E2U19632334,21350 HAPPY HOLLOW LN,334625E2U19632334,21350 HAPPY HOLLOW LN,1,0,VERIFIED,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/PZDB/12102024%20PZDB%20Minutes.pdf
541,2025-04-08,"Via Coconut - Development Order Amendment (DOS2022-E007) (District 4) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located south of Corkscrew Road and west of Via Coconut Point Road....",21350 HAPPY HOLLOW LN,26.428132605258963,-81.80600459836357,21350,HAPPY HOLLOW,334625E2U19632334,21350 HAPPY HOLLOW LN,334625E2U19632334,21350 HAPPY HOLLOW LN,1,0,VERIFIED,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/PZDB/04082025%20PZDB%20Minutes.pdf
1386,2021-08-24,"(Quasi-Judicial) Planning Zoning & Design Board Minutes - Tuesday, August 24, 2021 Page 1 of 5 The public will have an opportunity to speak for five minutes per agenda item. a. Via Coconut (District 5) -- Rezoning (DCI2019-E003) & Right of Way Vac...",21351 HAPPY HOLLOW LN,26.428150046589735,-81.80559959172314,21351,HAPPY HOLLOW,334625E2U19672334,21351 HAPPY HOLLOW LN,334625E2U19672334,21351 HAPPY HOLLOW LN,1,0,VERIFIED,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/PZDB%20Minutes/08242021%20PZDB%20Minutes.pdf
1351,2021-08-10,"PUBLIC HEARINGS (Quasi-Judicial) a. Via Coconut (District 5) -- Rezoning (DCI2019-E003) & Right of Way Vacation (VAC2019-E001) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located sou...",21351 HAPPY HOLLOW LN,26.428150046589735,-81.80559959172314,21351,HAPPY HOLLOW,334625E2U19672334,21351 HAPPY HOLLOW LN,334625E2U19672334,21351 HAPPY HOLLOW LN,1,0,VERIFIED,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/PZDB%20Minutes/08102021%20PZDB%20Minutes.pdf
1354,2021-08-10,"(Quasi-Judicial) a. Via Coconut (District 5) -- Rezoning (DCI2019-E003) & Right of Way Vacation (VAC2019-E001) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located south of Corkscrew...",21351 HAPPY HOLLOW LN,26.428150046589735,-81.80559959172314,21351,HAPPY HOLLOW,334625E2U19672334,21351 HAPPY HOLLOW LN,334625E2U19672334,21351 HAPPY HOLLOW LN,1,0,VERIFIED,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/PZDB%20Minutes/08102021%20PZDB%20Minutes.pdf
64,2022-01-11,"Via Coconut Development Order (D.O. # TBD) (District 5) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located south of Corkscrew Road and west of Via Coconut Point",21351 HAPPY HOLLOW LN,26.428150046589735,-81.80559959172314,21351,HAPPY HOLLOW,334625E2U19672334,21351 HAPPY HOLLOW LN,334625E2U19672334,21351 HAPPY HOLLOW LN,1,0,VERIFIED,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/PZD%20BOARD/01112022%20PZDB%20Minutes.pdf
69,2023-01-11,"Via Coconut Development Order (D.O. # TBD) (District 5) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located south of Corkscrew Road and west of Via Coconut Point",21351 HAPPY HOLLOW LN,26.428150046589735,-81.80559959172314,21351,HAPPY HOLLOW,334625E2U19672334,21351 HAPPY HOLLOW LN,334625E2U19672334,21351 HAPPY HOLLOW LN,1,0,VERIFIED,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/01112023%20PZDB%20Minutes.pdf
1213,2023-07-11,"Via Coconut - Development Order (DOS2022-E007) (District 4) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located south of Corkscrew Road and west of Via Coconut Point Road. Developmen...",21351 HAPPY HOLLOW LN,26.428150046589735,-81.80559959172314,21351,HAPPY HOLLOW,334625E2U19672334,21351 HAPPY HOLLOW LN,334625E2U19672334,21351 HAPPY HOLLOW LN,1,0,VERIFIED,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/07112023%20PZDB%20Minutes.pdf
232,2024-02-13,"Via Coconut - Zoning Amendment (District 4) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located on 20-acres, south of Corkscrew Road and west of Via Coconut Point Road",21351 HAPPY HOLLOW LN,26.428150046589735,-81.80559959172314,21351,HAPPY HOLLOW,334625E2U19672334,21351 HAPPY HOLLOW LN,334625E2U19672334,21351 HAPPY HOLLOW LN,1,0,VERIFIED,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/PZDB/02132024%20PZDB%20Minutes.pdf
1204,2024-07-09,"Via Coconut - Zoning Amendment (DCI2024-E004) (District 4) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located on 20-acres, south of Corkscrew Road and west of Via Coconut Point Road...",21351 HAPPY HOLLOW LN,26.428150046589735,-81.80559959172314,21351,HAPPY HOLLOW,334625E2U19672334,21351 HAPPY HOLLOW LN,334625E2U19672334,21351 HAPPY HOLLOW LN,1,0,VERIFIED,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/PZDB/07092024%20PZDB%20Minutes.pdf
2217,2024-12-10,"Via Coconut Development Order Amendment (District 4) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located on 20-acres, south of Corkscrew Road and west of Via Coconut Point Road",21351 HAPPY HOLLOW LN,26.428150046589735,-81.80559959172314,21351,HAPPY HOLLOW,334625E2U19672334,21351 HAPPY HOLLOW LN,334625E2U19672334,21351 HAPPY HOLLOW LN,1,0,VERIFIED,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/PZDB/12102024%20PZDB%20Minutes.pdf
